task,file,bytes,sha256,train_examples,arc_gen_examples,test_examples,input_shapes,output_shapes
task284,tasks/task284.json,239632,d1b6c3a5259425bc88d236141a86f4a01125ca31ec05e7f8b7095687aa3a9840,3,262,1,10x10;10x11;10x12;10x13;10x14;10x15;10x16;10x17;10x18;10x19;10x20;10x21;10x22;10x24;10x7;10x8;11x10;11x7;11x8;11x9;12x10;12x7;12x8;12x9;13x10;13x7;13x8;14x10;14x7;14x8;15x10;15x7;15x9;16x10;16x7;16x8;16x9;17x10;17x7;17x8;17x9;18x10;18x8;18x9;19x10;19x7;19x8;19x9;20x10;20x7;20x8;20x9;21x7;21x8;21x9;22x10;22x7;22x8;22x9;23x10;23x8;7x10;7x11;7x12;7x13;7x14;7x15;7x16;7x17;7x18;7x19;7x20;7x21;7x22;7x24;7x9;8x10;8x11;8x12;8x13;8x14;8x15;8x16;8x18;8x19;8x20;8x21;8x22;8x23;8x24;8x9;9x11;9x12;9x13;9x14;9x15;9x16;9x17;9x18;9x19;9x20;9x21;9x22;9x23;9x24;9x8;9x9,10x10;10x11;10x12;10x13;10x14;10x15;10x16;10x17;10x18;10x19;10x20;10x21;10x22;10x24;10x7;10x8;11x10;11x7;11x8;11x9;12x10;12x7;12x8;12x9;13x10;13x7;13x8;14x10;14x7;14x8;15x10;15x7;15x9;16x10;16x7;16x8;16x9;17x10;17x7;17x8;17x9;18x10;18x8;18x9;19x10;19x7;19x8;19x9;20x10;20x7;20x8;20x9;21x7;21x8;21x9;22x10;22x7;22x8;22x9;23x10;23x8;7x10;7x11;7x12;7x13;7x14;7x15;7x16;7x17;7x18;7x19;7x20;7x21;7x22;7x24;7x9;8x10;8x11;8x12;8x13;8x14;8x15;8x16;8x18;8x19;8x20;8x21;8x22;8x23;8x24;8x9;9x11;9x12;9x13;9x14;9x15;9x16;9x17;9x18;9x19;9x20;9x21;9x22;9x23;9x24;9x8;9x9
task285,tasks/task285.json,1060365,eb57874adc37f6c90ed9d6171bdbd087517f5ff9e89438e270f227ee89033304,3,261,1,12x12;13x13;14x14;15x15;16x16;17x17;18x18;19x19;20x20;21x21;22x22;23x23;24x24;25x25;26x26;27x27;28x28;29x29;30x30,12x12;13x13;14x14;15x15;16x16;17x17;18x18;19x19;20x20;21x21;22x22;23x23;24x24;25x25;26x26;27x27;28x28;29x29;30x30
task286,tasks/task286.json,508049,fe90b8f827d11baa73dc399828f06ae3d68e0ae487b577feb83178c267aa5a0b,2,262,1,10x11;10x12;10x15;10x16;10x18;10x19;10x22;10x25;11x14;11x15;11x16;11x17;11x18;11x20;11x21;11x22;11x23;11x24;11x25;12x10;12x11;12x12;12x13;12x15;12x16;12x18;12x19;12x21;12x22;12x23;13x10;13x11;13x12;13x13;13x14;13x15;13x16;13x17;13x18;13x19;13x20;13x21;13x22;13x24;13x25;14x10;14x12;14x17;14x19;14x20;14x22;14x23;14x24;15x10;15x12;15x14;15x15;15x18;15x19;15x20;15x21;15x22;16x10;16x11;16x12;16x13;16x15;16x16;16x17;16x18;16x19;16x20;16x21;16x22;16x23;16x24;16x25;17x10;17x12;17x13;17x14;17x18;17x20;17x21;17x22;17x24;17x25;18x10;18x11;18x12;18x13;18x15;18x16;18x19;18x21;18x23;18x24;19x11;19x13;19x16;19x17;19x18;19x21;19x23;19x24;20x11;20x12;20x13;20x14;20x15;20x18;20x19;20x21;20x22;20x24;21x10;21x11;21x12;21x13;21x15;21x17;21x18;21x19;21x21;21x22;21x23;22x11;22x12;22x17;22x18;22x19;22x20;22x21;22x23;22x24;23x11;23x12;23x13;23x14;23x15;23x16;23x17;23x18;23x19;23x23;23x24;23x25;24x10;24x11;24x12;24x13;24x14;24x18;24x19;24x20;24x22;24x25;25x12;25x13;25x14;25x16;25x17;25x18;25x19;25x21;25x24;25x25,10x11;10x12;10x15;10x16;10x18;10x19;10x22;10x25;11x14;11x15;11x16;11x17;11x18;11x20;11x21;11x22;11x23;11x24;11x25;12x10;12x11;12x12;12x13;12x15;12x16;12x18;12x19;12x21;12x22;12x23;13x10;13x11;13x12;13x13;13x14;13x15;13x16;13x17;13x18;13x19;13x20;13x21;13x22;13x24;13x25;14x10;14x12;14x17;14x19;14x20;14x22;14x23;14x24;15x10;15x12;15x14;15x15;15x18;15x19;15x20;15x21;15x22;16x10;16x11;16x12;16x13;16x15;16x16;16x17;16x18;16x19;16x20;16x21;16x22;16x23;16x24;16x25;17x10;17x12;17x13;17x14;17x18;17x20;17x21;17x22;17x24;17x25;18x10;18x11;18x12;18x13;18x15;18x16;18x19;18x21;18x23;18x24;19x11;19x13;19x16;19x17;19x18;19x21;19x23;19x24;20x11;20x12;20x13;20x14;20x15;20x18;20x19;20x21;20x22;20x24;21x10;21x11;21x12;21x13;21x15;21x17;21x18;21x19;21x21;21x22;21x23;22x11;22x12;22x17;22x18;22x19;22x20;22x21;22x23;22x24;23x11;23x12;23x13;23x14;23x15;23x16;23x17;23x18;23x19;23x23;23x24;23x25;24x10;24x11;24x12;24x13;24x14;24x18;24x19;24x20;24x22;24x25;25x12;25x13;25x14;25x16;25x17;25x18;25x19;25x21;25x24;25x25
task287,tasks/task287.json,433909,73cc83ba488365ce70d0affc99093267fe260a615c454b117f0f66fb7dba5373,4,262,1,16x16,16x16
task288,tasks/task288.json,77171,2c585821dcea101e84c3e9419f66722d849a6492294befed04ac7c57513cf6c3,4,262,1,3x3;5x5;7x7;9x9,3x3;5x5;7x7;9x9
task289,tasks/task289.json,95681,f5fedf3f7cceb743b0b0ea301a04ab79bf41af0a3fcc93db4442ae40997a0175,5,262,1,3x3,12x12;15x15;6x6;9x9
task290,tasks/task290.json,157810,35d6d47e44cd4ea42c1a93a96b500cff2b640b19751300c27eddb9fbfdf72e22,3,262,1,10x10;10x11;10x12;10x13;10x14;10x15;11x10;11x11;11x12;11x13;11x14;11x15;12x10;12x11;12x12;12x13;12x14;12x15;13x10;13x11;13x12;13x13;13x14;13x15;14x10;14x11;14x12;14x13;14x14;14x15;15x10;15x11;15x12;15x13;15x14;15x15,3x3;4x4;5x5;6x6
task291,tasks/task291.json,222027,ffebd33ad568033fdfba9505074abd4ded35ce9e3e105786ec019869578ef4ee,3,261,1,12x13;12x14;12x15;12x16;12x17;12x18;13x12;13x13;13x14;13x15;13x16;13x17;13x18;14x13;14x14;14x15;14x16;14x17;14x18;15x12;15x13;15x14;15x15;15x16;15x17;15x18;16x12;16x13;16x14;16x15;16x16;16x17;16x18;17x12;17x13;17x14;17x15;17x16;17x17;17x18;18x12;18x13;18x14;18x15;18x16;18x17;18x18,1x1
task292,tasks/task292.json,8378,5fb924f1908afc8e273556c2b2587a9184c992ba2ba970573523b8a8bf5ac6e1,5,22,1,3x10;3x11;3x12;3x13;3x14;3x15;3x16;3x17;3x18;3x19;3x20,3x10;3x11;3x12;3x13;3x14;3x15;3x16;3x17;3x18;3x19;3x20
task293,tasks/task293.json,173055,f96833e59a19015fcb8f777e8758e0137355f706f580deebba62f78d6d5c4d32,4,262,1,10x10;10x11;10x12;10x14;10x15;10x5;10x6;10x7;10x9;11x10;11x11;11x12;11x13;11x15;11x5;11x6;11x7;11x8;11x9;12x10;12x11;12x12;12x13;12x14;12x5;12x6;12x7;12x8;12x9;13x10;13x11;13x12;13x13;13x14;13x6;13x7;13x8;13x9;14x10;14x12;14x13;14x14;14x15;14x5;14x6;14x7;14x8;14x9;15x10;15x11;15x13;15x15;15x5;15x6;15x7;15x9;5x11;5x12;5x13;5x14;5x15;5x5;5x6;5x7;5x9;6x10;6x11;6x12;6x13;6x14;6x15;6x5;6x6;6x8;6x9;7x10;7x11;7x13;7x14;7x15;7x5;7x6;7x7;7x9;8x10;8x11;8x12;8x13;8x15;8x5;8x6;8x7;8x8;9x10;9x11;9x12;9x13;9x14;9x15;9x5;9x6;9x7;9x8;9x9,10x10;10x11;10x12;10x14;10x15;10x5;10x6;10x7;10x9;11x10;11x11;11x12;11x13;11x15;11x5;11x6;11x7;11x8;11x9;12x10;12x11;12x12;12x13;12x14;12x5;12x6;12x7;12x8;12x9;13x10;13x11;13x12;13x13;13x14;13x6;13x7;13x8;13x9;14x10;14x12;14x13;14x14;14x15;14x5;14x6;14x7;14x8;14x9;15x10;15x11;15x13;15x15;15x5;15x6;15x7;15x9;5x11;5x12;5x13;5x14;5x15;5x5;5x6;5x7;5x9;6x10;6x11;6x12;6x13;6x14;6x15;6x5;6x6;6x8;6x9;7x10;7x11;7x13;7x14;7x15;7x5;7x6;7x7;7x9;8x10;8x11;8x12;8x13;8x15;8x5;8x6;8x7;8x8;9x10;9x11;9x12;9x13;9x14;9x15;9x5;9x6;9x7;9x8;9x9
task294,tasks/task294.json,176259,cae6fb8c86d3faddbef6c4380629100421915732a07448f63ae991fa97550613,2,262,1,10x10,10x10
task295,tasks/task295.json,88168,d152df068310b14e113021eabb3d048d47a514b55ca2c4bd549bf402f0b1b622,5,262,1,1x10;1x12;1x14;1x16;1x18;1x6;1x8,3x6;4x8;5x10;6x12;7x14;8x16;9x18
task296,tasks/task296.json,46398,eeb8c2c685ecd028e33464f5df40650562099594c704854bde178193fb1cc69f,5,262,1,5x7,3x3
task297,tasks/task297.json,91555,84b7b9642e350dcd4b40d065c10f4e1f8713055c66807cbae27f15adda158d69,3,261,1,10x4;12x5;14x6;6x2;8x3,10x4;12x5;14x6;6x2;8x3
task298,tasks/task298.json,93669,10a4a06791fd88e0ba3aa6b2541cc1075291934d17668eb4757a5ce468a1b02f,3,262,2,6x6;8x8,6x6;8x8
task299,tasks/task299.json,5599,01e08c7a503c69e1867167859bdd43ecce1874838e8cd913c5d3075b07810cd2,2,18,1,6x6,6x6
task300,tasks/task300.json,86135,c9d9be79b5a550a5b6426ac9218e278ffb5d5e386290ed3aad6cede5ffc0c410,4,262,1,5x10;5x11;5x12;5x13;5x14;5x15;5x9;6x10;6x11;6x12;6x13;6x14;7x10;7x11;7x12;7x13;7x9;8x10;8x11;8x12;8x9;9x10;9x11;9x9,2x3;3x2;3x3;4x3
task301,tasks/task301.json,89672,fee1e4b9ed22ac9083bc31673a79be948faf44c63c7f25ade91bbb36219c08a2,3,262,1,10x7;10x8;10x9;11x8;11x9;12x9;3x3;4x3;4x4;5x3;5x4;5x5;6x3;6x4;6x5;6x6;7x4;7x5;7x6;7x7;8x5;8x6;8x7;8x8;9x6;9x7;9x8;9x9,10x7;10x8;10x9;11x8;11x9;12x9;3x3;4x3;4x4;5x3;5x4;5x5;6x3;6x4;6x5;6x6;7x4;7x5;7x6;7x7;8x5;8x6;8x7;8x8;9x6;9x7;9x8;9x9
task302,tasks/task302.json,249276,0b6aa3d3d6098849dc6680ede9fb83511aaf146b3fc164dbe9af3edc1819908a,3,262,1,12x12,12x12
task303,tasks/task303.json,662837,90146d29a20cfc54c7c2d1a2b6f2486804e9bfd85f579bd2d38a43064b549ada,3,261,1,10x11;10x13;10x14;10x15;10x19;10x26;10x27;10x29;11x10;11x14;11x15;11x23;11x24;11x30;12x10;12x11;12x13;12x14;12x18;12x19;12x22;12x23;12x26;12x27;12x30;13x10;13x11;13x12;13x16;13x17;13x18;13x20;13x22;13x24;13x26;13x28;14x10;14x20;14x22;14x23;14x28;14x30;15x12;15x14;15x18;15x21;15x22;15x26;15x27;16x11;16x13;16x17;16x21;16x23;16x24;16x25;16x26;16x27;17x10;17x12;17x13;17x14;17x15;17x21;17x24;17x25;17x30;18x10;18x11;18x12;18x13;18x15;18x16;18x19;18x21;18x23;18x24;18x26;18x27;18x30;19x11;19x13;19x17;19x18;19x23;19x28;19x29;19x30;20x11;20x13;20x14;20x15;20x18;20x21;20x24;20x28;20x29;21x11;21x12;21x13;21x15;21x18;21x19;21x23;21x28;22x11;22x19;22x21;22x27;22x30;23x11;23x12;23x14;23x15;23x16;23x17;23x19;23x23;23x24;23x26;23x30;24x11;24x12;24x14;24x18;24x22;24x25;24x26;24x27;24x28;25x12;25x13;25x14;25x16;25x17;25x19;25x21;25x24;25x25;25x26;25x28;25x29;26x12;26x13;26x15;26x16;26x18;26x19;26x20;26x21;26x22;26x24;26x27;26x30;27x14;27x15;27x16;27x17;27x18;27x19;27x20;27x22;27x23;27x25;27x27;27x28;27x29;28x11;28x13;28x19;28x21;28x22;28x24;28x25;28x26;28x27;28x28;29x11;29x12;29x13;29x14;29x17;29x18;29x20;29x25;29x27;29x28;29x30;30x15;30x20;30x21,10x11;10x13;10x14;10x15;10x19;10x26;10x27;10x29;11x10;11x14;11x15;11x23;11x24;11x30;12x10;12x11;12x13;12x14;12x18;12x19;12x22;12x23;12x26;12x27;12x30;13x10;13x11;13x12;13x16;13x17;13x18;13x20;13x22;13x24;13x26;13x28;14x10;14x20;14x22;14x23;14x28;14x30;15x12;15x14;15x18;15x21;15x22;15x26;15x27;16x11;16x13;16x17;16x21;16x23;16x24;16x25;16x26;16x27;17x10;17x12;17x13;17x14;17x15;17x21;17x24;17x25;17x30;18x10;18x11;18x12;18x13;18x15;18x16;18x19;18x21;18x23;18x24;18x26;18x27;18x30;19x11;19x13;19x17;19x18;19x23;19x28;19x29;19x30;20x11;20x13;20x14;20x15;20x18;20x21;20x24;20x28;20x29;21x11;21x12;21x13;21x15;21x18;21x19;21x23;21x28;22x11;22x19;22x21;22x27;22x30;23x11;23x12;23x14;23x15;23x16;23x17;23x19;23x23;23x24;23x26;23x30;24x11;24x12;24x14;24x18;24x22;24x25;24x26;24x27;24x28;25x12;25x13;25x14;25x16;25x17;25x19;25x21;25x24;25x25;25x26;25x28;25x29;26x12;26x13;26x15;26x16;26x18;26x19;26x20;26x21;26x22;26x24;26x27;26x30;27x14;27x15;27x16;27x17;27x18;27x19;27x20;27x22;27x23;27x25;27x27;27x28;27x29;28x11;28x13;28x19;28x21;28x22;28x24;28x25;28x26;28x27;28x28;29x11;29x12;29x13;29x14;29x17;29x18;29x20;29x25;29x27;29x28;29x30;30x15;30x20;30x21
task304,tasks/task304.json,84888,74a085658f5a61b9fe4f3718e75040acc38510a01a1e8044224917d182b631ab,3,262,1,3x3,9x9
task305,tasks/task305.json,432284,adeb088f09d2b522baf17b48ae52665c962fd15d2887d41c9fd18299711ef0d6,3,262,1,16x16,16x16
task306,tasks/task306.json,592809,d3e3a94c2b19aeb891aeb42148c6a0196f6f46c4f049be960d0e39e48ac91c88,2,262,1,19x19;19x29;19x9,19x19;19x29;19x9
task307,tasks/task307.json,68127,25af8b36fd55f4066557c2b8b7e33923ad9d67cd19d03078de37b8bf65f0da05,3,262,1,2x2;3x3;4x4;5x5,10x10;4x4;6x6;8x8
task308,tasks/task308.json,186501,6180b7df49c5be132cca90d59837589f21e13641f44e11845c899b25db14fa76,3,262,1,10x10;10x6;10x7;10x8;10x9;11x11;11x12;11x13;11x14;11x15;12x11;12x12;12x14;12x15;13x11;13x12;13x13;13x14;13x15;14x11;14x12;14x13;14x14;14x15;15x11;15x12;15x13;15x14;15x15;16x16;16x17;16x18;16x19;16x20;17x16;17x17;17x18;17x19;17x20;18x16;18x17;18x18;18x19;18x20;19x16;19x17;19x18;19x19;19x20;20x16;20x17;20x18;20x19;20x20;6x10;6x6;6x7;6x8;6x9;7x10;7x6;7x7;7x8;7x9;8x10;8x6;8x7;8x8;8x9;9x10;9x6;9x7;9x8;9x9,3x3;5x5;7x7
task309,tasks/task309.json,33581,be2d7e9e1cb330fa695dc6856039db053a7e18871ace72e8f8c8e79e4998409d,3,261,1,3x4;3x5;3x6,3x4;3x5;3x6
task310,tasks/task310.json,552520,339a603a6cdd840b90c9bf9ff98c0c48d67289476f8529be0485cff2ff229fe7,3,262,1,20x20;21x21;22x22;23x23;24x24;25x25;26x26;27x27;28x28;29x29;30x30,5x5;6x6;7x7;8x8
task311,tasks/task311.json,31422,f6dbddf2ec77fa1060a0e9449fd44e2252c4c09bb38538d3fd5f38a74b820c0d,3,262,1,3x3,3x6
task312,tasks/task312.json,248339,64cc56d6f2485a75ca36cb14ef381937fc5d3071a8fa2760f51fb5b0bf219283,2,262,1,12x12,12x12
task313,tasks/task313.json,280186,1d6d33fbff40c3f8de1ab372e068cbc76d6ac7eddccf396aec5e18e7d13932e7,3,262,1,10x10;11x11;12x12;13x13;14x14;15x15;16x16;17x17;18x18;19x19;20x20;5x5;6x6;7x7;8x8;9x9,10x10;11x11;12x12;13x13;14x14;15x15;16x16;17x17;18x18;19x19;20x20;5x5;6x6;7x7;8x8;9x9
task314,tasks/task314.json,117340,03480394f9d14996ce473f60c88b3a0f0624634a8f50589c35d3540b751c47ef,3,262,1,8x8,8x8
task315,tasks/task315.json,84888,803721e186cade809bd6ec541d75e7f84cd1b528e8082147fe70b2f28abc69d5,3,262,1,3x3,9x9
task316,tasks/task316.json,100582,1bf205d8337f36b7ddc23ea9f41455dd324899e6d3883b4234ef56c7a04b5efb,3,262,1,10x10,3x3
task317,tasks/task317.json,144989,216a4f69ae661f94f36f0c6331b75741177c662fe0f3622cbf84082c6a4107b3,2,262,1,9x9,9x9
task318,tasks/task318.json,55303,6a43dc9d4f79f87a39d189d94d9170b982a0c8f6da38d9eb171e7485f1759d94,4,262,1,9x4,4x4
task319,tasks/task319.json,261736,96d63f4c1b7c2c21eb73077b8b202c91cf227d01baa9ecb2d770b7194747a2e7,4,262,1,15x15;15x16;15x17;15x18;15x19;16x15;16x16;16x17;16x18;16x19;17x15;17x16;17x17;17x18;17x19;18x15;18x16;18x17;18x18;18x19;19x15;19x16;19x17;19x18;19x19,3x3;3x4;3x5;4x3;4x4;4x5;5x3;5x4;5x5
task320,tasks/task320.json,157600,d7c9aca7441cc6d06264613b9c1582d6c80aed3cd1c6f45c222c9319016a9a03,3,262,1,10x9;11x9;5x9;6x9;7x9;8x9;9x9,10x9;11x9;5x9;6x9;7x9;8x9;9x9
task321,tasks/task321.json,68653,6cea8859be5cd6a2437c68e54b5c1fe063eea5a5f8c6c33cf590e87593eae348,5,261,1,4x14,4x4
task322,tasks/task322.json,24240,8ea7d4e15059fca99e332e564048948188aa6d1a579bf0fae8979a7ef84a8a2d,3,262,1,3x3,3x3
task323,tasks/task323.json,187686,2e92372d9a175cdff0a5a9e201e9a65ed787e1ccaf473afa196a121ecdcc4690,2,169,1,13x13,13x13
task324,tasks/task324.json,380004,b109ceeacfd8e84a56068a5bd9523ae64b565e910e059139938024e754289cd1,3,262,1,10x10;10x11;10x12;10x14;10x16;10x17;10x18;10x19;10x20;11x10;11x11;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x11;12x12;12x14;12x15;12x16;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x14;13x15;13x16;13x17;13x18;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x10;15x11;15x12;15x14;15x15;15x16;15x17;15x19;15x20;16x10;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;18x20;19x10;19x11;19x12;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x14;20x15;20x16;20x17;20x18;20x20,10x10;10x11;10x12;10x14;10x16;10x17;10x18;10x19;10x20;11x10;11x11;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x11;12x12;12x14;12x15;12x16;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x14;13x15;13x16;13x17;13x18;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x10;15x11;15x12;15x14;15x15;15x16;15x17;15x19;15x20;16x10;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;18x20;19x10;19x11;19x12;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x14;20x15;20x16;20x17;20x18;20x20
task325,tasks/task325.json,138109,6fbf31fbb077795e93f740d79d3372f6ed563a108559b750781830b92db02610,3,262,1,10x10;10x12;10x13;10x14;10x16;10x8;10x9;11x10;11x11;11x12;11x13;11x14;11x15;11x16;11x8;11x9;12x10;12x11;12x12;12x13;12x14;12x15;12x16;12x8;12x9;13x10;13x11;13x12;13x13;13x14;13x15;13x16;13x8;13x9;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x8;14x9;15x10;15x11;15x12;15x13;15x14;15x15;15x16;15x8;15x9;16x10;16x11;16x12;16x13;16x14;16x15;16x16;16x9;8x10;8x11;8x12;8x13;8x14;8x15;8x16;8x8;8x9;9x10;9x11;9x12;9x13;9x14;9x15;9x16;9x8;9x9,1x1;2x2;3x3;4x4;5x5;6x6
task326,tasks/task326.json,61972,63fb13be80d9351593d884595c05d574c0aa20632eebeff9d62f41a0e4d4a9e3,3,262,1,12x12;12x6;4x4;4x8;6x12;6x6;8x4;8x8,2x2
task327,tasks/task327.json,47204,ce95c35543a037d30b9b81589d2a65bc557369b684294ab234ceb827cae797f2,3,261,1,3x3,6x6
task328,tasks/task328.json,268511,dcd7563292118ec317732e5d693c9a5ad8f93d4f9aa67dc5a890f4a66fb9e558,4,262,1,10x10;11x11;12x12;13x13;14x14;15x15;16x16;17x17;18x18;6x6;7x7;8x8;9x9,10x10;11x11;12x12;13x13;14x14;15x15;16x16;17x17;18x18;6x6;7x7;8x8;9x9
task329,tasks/task329.json,73488,eb89faf5da93937fb566870f5415f28163c9a3e4d7e5caba56a847e6fec9f10a,3,262,1,3x3;5x5;7x7;9x9,3x3;5x5;7x7;9x9
task330,tasks/task330.json,176924,c2f7ef9be3b5559d3782c8fc0a0dd1c47a7997ec1d2db5997e9e2f4077d6732a,3,262,1,10x10,10x10
task331,tasks/task331.json,176259,34083d54eaed2f5f62e53a1fccbed9ed1bec51ff445e87dcf1547a21ed797928,2,262,1,10x10,10x10
task332,tasks/task332.json,80401,bff0b6caf2b6e49f8733aa47f49d299780792fb58fe13beb2aad1f0ec4b1c92d,4,262,1,3x10;3x11;3x12;3x13;3x14;3x15;3x16;3x17;3x18;3x19;3x20,3x10;3x11;3x12;3x13;3x14;3x15;3x16;3x17;3x18;3x19;3x20
task333,tasks/task333.json,176259,9be59ebed195c5979e7493894925f2cc73c6e2d3d51bdac98b978f4943c03aca,3,261,1,10x10,10x10
task334,tasks/task334.json,38787,60c74fed7a17f8ba3761b30511c8e009bd6fd7f8b5849d9186282f57116070d1,7,262,2,5x5,3x3
task335,tasks/task335.json,373784,bb0ce05f10060da725d1055d95023da703853f037bf622c9e49c4bd548cda240,3,262,1,10x10;10x11;10x12;10x14;10x16;10x17;10x18;10x19;10x20;11x10;11x11;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x11;12x12;12x13;12x14;12x15;12x16;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x15;13x16;13x17;13x18;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x10;15x11;15x12;15x14;15x15;15x16;15x17;15x19;15x20;16x10;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;19x10;19x11;19x12;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x14;20x15;20x16;20x18;20x20;8x11,10x10;10x11;10x12;10x14;10x16;10x17;10x18;10x19;10x20;11x10;11x11;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x11;12x12;12x13;12x14;12x15;12x16;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x15;13x16;13x17;13x18;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x10;15x11;15x12;15x14;15x15;15x16;15x17;15x19;15x20;16x10;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;19x10;19x11;19x12;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x14;20x15;20x16;20x18;20x20;8x11
task336,tasks/task336.json,20649,81bb5634211ef28220e659ffe3f831097b65b7d5dbbba89181a1b48129bb8a96,2,28,1,10x10,10x10
task337,tasks/task337.json,37164,0543f42b81c7fa095169badf5ca9db75d902ac079dec95cb1a03f45c0967348f,3,262,1,3x3;4x4;5x5,3x3;4x4;5x5
task338,tasks/task338.json,529139,f97daf6ff11c6220cffcfdeb69a7d5a3ff1d6efc1303f488c22a9fec974d7f7f,3,262,2,10x10;15x15;20x20;25x25,10x10;15x15;20x20;25x25
task339,tasks/task339.json,19546,8aaa205588c4a072a9fe0c6262f58e5ca92c2dabfd853fbde1664a9c898fcc62,4,261,1,3x3,1x1;1x2;1x3;1x4;1x5;1x6;1x7;1x8;1x9
task340,tasks/task340.json,374956,1888ef1999421a135072abb44e654d25e43bcf086bb1000033582a3e2ad9d9b8,3,262,1,10x10;10x11;10x12;10x14;10x15;10x16;10x17;10x18;10x19;10x20;11x10;11x11;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x11;12x12;12x14;12x15;12x16;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x15;13x16;13x17;13x18;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x10;15x11;15x12;15x14;15x15;15x16;15x17;15x19;15x20;16x10;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;19x10;19x11;19x12;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x14;20x15;20x16;20x18;20x20,10x10;10x11;10x12;10x14;10x15;10x16;10x17;10x18;10x19;10x20;11x10;11x11;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x11;12x12;12x14;12x15;12x16;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x15;13x16;13x17;13x18;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x10;15x11;15x12;15x14;15x15;15x16;15x17;15x19;15x20;16x10;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;19x10;19x11;19x12;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x14;20x15;20x16;20x18;20x20
task341,tasks/task341.json,176924,c9fd3bd2edf6e378d3e06a002b85f2c9bc66986d71c9e46ba0c180b0e6947392,3,262,1,10x10,10x10
task342,tasks/task342.json,176924,bee7ace514117dd79f179cb5824d609109809f2c35d0336c71f5a23627c6a61b,3,262,1,10x10,10x10
task343,tasks/task343.json,131704,f89477abd33cda67860022695cf1327a35b41baa746f3ba40e9a489ea0d3b40d,3,262,1,5x15,5x15
